Jnr Sm ID,Lead ID,Lead Stage,Call Done Date,Call Status,Call Reason
JNR1006MG,USR1114,lead,"Jan 18, 2022",successful,demo_schedule
JNR1006MG,USR1114,lead,"Jan 18, 2022",successful,demo_not_attended
JNR1006MG,USR1115,lead,"Jan 15, 2022",unsuccessful,lead_introduction
JNR1006MG,USR1115,lead,"Jan 16, 2022",successful,lead_introduction
JNR1006MG,USR1115,lead,"Jan 18, 2022",successful,demo_schedule
JNR1006MG,USR1115,lead,"Jan 18, 2022",successful,demo_not_attended
JNR1006MG,USR1115,lead,"Jan 18, 2022",successful,demo_not_attended
JNR1006MG,USR1115,lead,"Jan 18, 2022",successful,demo_not_attended
JNR1006MG,USR1115,awareness,"Jan 18, 2022",successful,post_demo_followup
JNR1006MG,USR1117,lead,"Feb 19, 2022",successful,lead_introduction
JNR1006MG,USR1117,lead,"Feb 21, 2022",successful,demo_schedule
JNR1006MG,USR1117,lead,"Feb 23, 2022",successful,demo_not_attended
JNR1006MG,USR1117,lead,"Feb 23, 2022",successful,demo_not_attended
JNR1006MG,USR1117,lead,"Feb 23, 2022",unsuccessful,demo_not_attended
JNR1006MG,USR1117,lead,"Feb 23, 2022",successful,demo_not_attended
JNR1006MG,USR1117,awareness,"Feb 23, 2022",successful,post_demo_followup
JNR1006MG,USR1117,consideration,"Feb 23, 2022",successful,interested_for_conversion
JNR1006MG,USR1117,consideration,"Feb 23, 2022",unsuccessful,followup_for_conversion
JNR1006MG,USR1117,consideration,"Feb 23, 2022",successful,followup_for_conversion
JNR1006MG,USR1118,lead,"Feb 19, 2022",unsuccessful,lead_introduction
JNR1006MG,USR1118,lead,"Feb 19, 2022",successful,lead_introduction
JNR1006MG,USR1118,lead,"Feb 20, 2022",successful,demo_schedule
JNR1006MG,USR1118,lead,"Feb 22, 2022",successful,demo_not_attended
JNR1006MG,USR1118,lead,"Feb 22, 2022",successful,demo_not_attended
JNR1006MG,USR1118,lead,"Feb 22, 2022",successful,demo_not_attended
JNR1006MG,USR1118,awareness,"Feb 22, 2022",successful,post_demo_followup
JNR1006MG,USR1119,lead,"Feb 19, 2022",successful,lead_introduction
JNR1006MG,USR1119,lead,"Feb 20, 2022",successful,demo_schedule
JNR1006MG,USR1119,lead,"Feb 20, 2022",successful,demo_not_attended
JNR1006MG,USR1119,lead,"Feb 20, 2022",successful,demo_not_attended
JNR1006MG,USR1120,lead,"Feb 19, 2022",unsuccessful,lead_introduction
JNR1006MG,USR1120,lead,"Feb 20, 2022",successful,lead_introduction
JNR1006MG,USR1120,lead,"Feb 22, 2022",successful,demo_schedule
JNR1006MG,USR1120,lead,"Feb 22, 2022",successful,demo_not_attended
JNR1007MG,USR1121,lead,"Jan 1, 2022",successful,lead_introduction
JNR1007MG,USR1121,lead,"Jan 1, 2022",successful,demo_schedule
JNR1007MG,USR1121,lead,"Jan 1, 2022",successful,demo_not_attended
JNR1007MG,USR1121,lead,"Jan 1, 2022",successful,demo_not_attended
JNR1007MG,USR1121,lead,"Jan 1, 2022",unsuccessful,demo_not_attended
JNR1007MG,USR1121,lead,"Jan 1, 2022",successful,demo_not_attended
JNR1007MG,USR1122,lead,"Jan 1, 2022",successful,lead_introduction
JNR1007MG,USR1122,lead,"Jan 3, 2022",successful,demo_schedule
JNR1007MG,USR1122,lead,"Jan 5, 2022",successful,demo_not_attended
JNR1007MG,USR1122,lead,"Jan 5, 2022",successful,demo_not_attended
JNR1007MG,USR1122,lead,"Jan 5, 2022",unsuccessful,demo_not_attended
JNR1007MG,USR1122,lead,"Jan 5, 2022",successful,demo_not_attended
JNR1007MG,USR1122,awareness,"Jan 5, 2022",successful,post_demo_followup
JNR1007MG,USR1122,consideration,"Jan 5, 2022",successful,interested_for_conversion
JNR1007MG,USR1122,consideration,"Jan 5, 2022",successful,followup_for_conversion
JNR1007MG,USR1122,consideration,"Jan 5, 2022",successful,followup_for_conversion
JNR1007MG,USR1123,lead,"Jan 1, 2022",unsuccessful,lead_introduction
JNR1007MG,USR1123,lead,"Jan 1, 2022",successful,lead_introduction
JNR1007MG,USR1123,lead,"Jan 2, 2022",successful,demo_schedule
JNR1007MG,USR1123,lead,"Jan 5, 2022",successful,demo_not_attended
JNR1007MG,USR1123,lead,"Jan 5, 2022",successful,demo_not_attended
JNR1007MG,USR1123,lead,"Jan 5, 2022",successful,demo_not_attended
JNR1007MG,USR1123,awareness,"Jan 5, 2022",successful,post_demo_followup
JNR1007MG,USR1124,lead,"Jan 1, 2022",successful,lead_introduction
JNR1007MG,USR1124,lead,"Jan 2, 2022",successful,demo_schedule
JNR1007MG,USR1124,lead,"Jan 2, 2022",unsuccessful,demo_not_attended
JNR1007MG,USR1124,lead,"Jan 3, 2022",successful,demo_not_attended
JNR1007MG,USR1125,lead,"Jan 1, 2022",unsuccessful,lead_introduction
JNR1007MG,USR1125,lead,"Jan 2, 2022",successful,lead_introduction
JNR1007MG,USR1125,lead,"Jan 4, 2022",successful,demo_schedule
JNR1007MG,USR1125,lead,"Jan 5, 2022",successful,demo_not_attended
JNR1007MG,USR1126,lead,"Jan 10, 2022",successful,lead_introduction
JNR1007MG,USR1126,lead,"Jan 12, 2022",successful,demo_schedule
JNR1007MG,USR1126,lead,"Jan 13, 2022",successful,demo_not_attended
JNR1007MG,USR1126,lead,"Jan 13, 2022",successful,demo_not_attended
JNR1007MG,USR1126,lead,"Jan 13, 2022",unsuccessful,demo_not_attended
JNR1007MG,USR1126,lead,"Jan 13, 2022",successful,demo_not_attended
JNR1007MG,USR1127,lead,"Jan 11, 2022",successful,lead_introduction
JNR1007MG,USR1127,lead,"Jan 12, 2022",successful,demo_schedule
JNR1007MG,USR1127,lead,"Jan 13, 2022",successful,demo_not_attended
JNR1007MG,USR1127,lead,"Jan 13, 2022",successful,demo_not_attended
JNR1007MG,USR1127,awareness,"Jan 13, 2022",successful,post_demo_followup
JNR1007MG,USR1127,consideration,"Jan 13, 2022",successful,interested_for_conversion
JNR1007MG,USR1127,consideration,"Jan 13, 2022",successful,followup_for_conversion
JNR1007MG,USR1127,consideration,"Jan 13, 2022",successful,followup_for_conversion
JNR1007MG,USR1128,lead,"Jan 12, 2022",unsuccessful,lead_introduction
JNR1007MG,USR1128,lead,"Jan 13, 2022",successful,lead_introduction
JNR1007MG,USR1128,lead,"Jan 14, 2022",successful,demo_schedule
JNR1007MG,USR1128,lead,"Jan 15, 2022",successful,demo_not_attended
JNR1007MG,USR1128,lead,"Jan 15, 2022",successful,demo_not_attended
JNR1007MG,USR1129,lead,"Jan 14, 2022",successful,lead_introduction
JNR1007MG,USR1129,lead,"Jan 16, 2022",successful,demo_schedule
JNR1007MG,USR1129,lead,"Jan 17, 2022",successful,demo_not_attended
JNR1007MG,USR1130,lead,"Jan 15, 2022",unsuccessful,lead_introduction
JNR1007MG,USR1130,lead,"Jan 16, 2022",successful,lead_introduction
JNR1007MG,USR1130,lead,"Jan 18, 2022",successful,demo_schedule
JNR1007MG,USR1130,lead,"Jan 19, 2022",successful,demo_not_attended
JNR1007MG,USR1130,lead,"Jan 19, 2022",successful,demo_not_attended
JNR1007MG,USR1130,lead,"Jan 19, 2022",successful,demo_not_attended
JNR1007MG,USR1130,awareness,"Jan 19, 2022",successful,post_demo_followup
JNR1007MG,USR1131,lead,"Jan 15, 2022",successful,lead_introduction
JNR1007MG,USR1131,lead,"Jan 16, 2022",successful,demo_schedule
JNR1007MG,USR1131,lead,"Jan 20, 2022",successful,demo_not_attended
JNR1007MG,USR1131,lead,"Jan 20, 2022",successful,demo_not_attended
JNR1007MG,USR1131,lead,"Jan 20, 2022",unsuccessful,demo_not_attended
JNR1007MG,USR1131,lead,"Jan 20, 2022",successful,demo_not_attended
JNR1007MG,USR1131,awareness,"Jan 20, 2022",successful,post_demo_followup
JNR1007MG,USR1131,consideration,"Jan 20, 2022",successful,interested_for_conversion
JNR1007MG,USR1131,consideration,"Jan 20, 2022",successful,followup_for_conversion
JNR1007MG,USR1131,consideration,"Jan 20, 2022",successful,followup_for_conversion
JNR1007MG,USR1132,lead,"Jan 15, 2022",successful,lead_introduction
JNR1007MG,USR1132,lead,"Jan 16, 2022",successful,demo_schedule
JNR1007MG,USR1132,lead,"Jan 17, 2022",successful,demo_not_attended
JNR1007MG,USR1132,lead,"Jan 17, 2022",successful,demo_not_attended
JNR1007MG,USR1132,awareness,"Jan 17, 2022",successful,post_demo_followup
JNR1007MG,USR1132,consideration,"Jan 17, 2022",successful,interested_for_conversion
JNR1007MG,USR1132,consideration,"Jan 17, 2022",successful,followup_for_conversion
JNR1007MG,USR1132,consideration,"Jan 17, 2022",successful,followup_for_conversion
JNR1007MG,USR1132,conversion,"Jan 17, 2022",successful,successful_conversion
JNR1007MG,USR1133,lead,"Jan 17, 2022",unsuccessful,lead_introduction
JNR1007MG,USR1133,lead,"Jan 18, 2022",successful,lead_introduction
JNR1007MG,USR1133,lead,"Jan 20, 2022",unsuccessful,demo_schedule
JNR1007MG,USR1133,lead,"Jan 18, 2022",successful,demo_schedule
JNR1007MG,USR1133,lead,"Jan 19, 2022",successful,demo_not_attended
JNR1007MG,USR1133,lead,"Jan 19, 2022",successful,demo_not_attended
JNR1007MG,USR1133,awareness,"Jan 19, 2022",successful,post_demo_followup
JNR1007MG,USR1133,consideration,"Jan 19, 2022",successful,interested_for_conversion
JNR1007MG,USR1133,consideration,"Jan 19, 2022",successful,followup_for_conversion
JNR1007MG,USR1133,consideration,"Jan 19, 2022",successful,followup_for_conversion
JNR1007MG,USR1133,conversion,"Jan 19, 2022",successful,successful_conversion
JNR1007MG,USR1134,lead,"Jan 17, 2022",successful,lead_introduction
JNR1007MG,USR1134,lead,"Jan 19, 2022",successful,demo_schedule
JNR1007MG,USR1134,lead,"Jan 20, 2022",successful,demo_not_attended
JNR1007MG,USR1135,lead,"Jan 15, 2022",unsuccessful,lead_introduction
JNR1007MG,USR1135,lead,"Jan 16, 2022",successful,lead_introduction
JNR1007MG,USR1135,lead,"Jan 17, 2022",successful,demo_schedule
JNR1007MG,USR1135,lead,"Jan 18, 2022",successful,demo_not_attended
JNR1007MG,USR1135,lead,"Jan 18, 2022",successful,demo_not_attended
JNR1007MG,USR1135,lead,"Jan 18, 2022",successful,demo_not_attended
JNR1007MG,USR1135,awareness,"Jan 18, 2022",successful,post_demo_followup
JNR1007MG,USR1136,lead,"Feb 19, 2022",successful,lead_introduction
JNR1007MG,USR1136,lead,"Feb 20, 2022",successful,demo_schedule
JNR1007MG,USR1136,lead,"Feb 21, 2022",successful,demo_not_attended
JNR1007MG,USR1136,lead,"Feb 21, 2022",successful,demo_not_attended
JNR1007MG,USR1136,lead,"Feb 21, 2022",unsuccessful,demo_not_attended
JNR1007MG,USR1136,lead,"Feb 21, 2022",successful,demo_not_attended
JNR1007MG,USR1137,lead,"Feb 19, 2022",successful,lead_introduction
JNR1007MG,USR1137,lead,"Feb 21, 2022",successful,demo_schedule
JNR1007MG,USR1137,lead,"Feb 23, 2022",successful,demo_not_attended
JNR1007MG,USR1137,lead,"Feb 23, 2022",successful,demo_not_attended
JNR1007MG,USR1137,lead,"Feb 23, 2022",unsuccessful,demo_not_attended
JNR1007MG,USR1137,lead,"Feb 23, 2022",successful,demo_not_attended
JNR1007MG,USR1137,awareness,"Feb 23, 2022",successful,post_demo_followup
JNR1007MG,USR1137,consideration,"Feb 23, 2022",successful,interested_for_conversion
JNR1007MG,USR1137,consideration,"Feb 23, 2022",successful,followup_for_conversion
JNR1007MG,USR1137,consideration,"Feb 23, 2022",successful,followup_for_conversion
JNR1007MG,USR1138,lead,"Feb 19, 2022",unsuccessful,lead_introduction
JNR1007MG,USR1138,lead,"Feb 19, 2022",successful,lead_introduction
JNR1007MG,USR1138,lead,"Feb 19, 2022",successful,demo_schedule
JNR1007MG,USR1138,lead,"Feb 22, 2022",successful,demo_not_attended
JNR1007MG,USR1138,lead,"Feb 22, 2022",successful,demo_not_attended
JNR1007MG,USR1138,lead,"Feb 22, 2022",successful,demo_not_attended
JNR1007MG,USR1138,awareness,"Feb 22, 2022",successful,post_demo_followup
JNR1007MG,USR1139,lead,"Feb 19, 2022",successful,lead_introduction
JNR1007MG,USR1139,lead,"Feb 19, 2022",successful,demo_schedule
JNR1007MG,USR1139,lead,"Feb 20, 2022",successful,demo_not_attended
JNR1007MG,USR1139,lead,"Feb 20, 2022",successful,demo_not_attended
JNR1007MG,USR1140,lead,"Feb 19, 2022",unsuccessful,lead_introduction
JNR1007MG,USR1140,lead,"Feb 20, 2022",successful,lead_introduction
JNR1007MG,USR1140,lead,"Feb 20, 2022",successful,demo_schedule
JNR1007MG,USR1140,lead,"Feb 21, 2022",successful,demo_not_attended
JNR1008MG,USR1141,lead,"Jan 1, 2022",successful,lead_introduction
JNR1008MG,USR1141,lead,"Jan 1, 2022",successful,demo_schedule
JNR1008MG,USR1141,lead,"Jan 2, 2022",successful,demo_not_attended
JNR1008MG,USR1141,lead,"Jan 2, 2022",successful,demo_not_attended
JNR1008MG,USR1141,lead,"Jan 2, 2022",unsuccessful,demo_not_attended
JNR1008MG,USR1141,lead,"Jan 2, 2022",successful,demo_not_attended
JNR1008MG,USR1142,lead,"Jan 1, 2022",successful,lead_introduction
JNR1008MG,USR1142,lead,"Jan 1, 2022",successful,demo_schedule
JNR1008MG,USR1142,lead,"Jan 7, 2022",successful,demo_not_attended
JNR1008MG,USR1142,lead,"Jan 7, 2022",successful,demo_not_attended
JNR1008MG,USR1142,lead,"Jan 7, 2022",unsuccessful,demo_not_attended
JNR1008MG,USR1142,lead,"Jan 7, 2022",successful,demo_not_attended
JNR1008MG,USR1142,awareness,"Jan 7, 2022",successful,post_demo_followup
JNR1008MG,USR1142,consideration,"Jan 7, 2022",successful,interested_for_conversion
JNR1008MG,USR1142,consideration,"Jan 7, 2022",unsuccessful,followup_for_conversion
JNR1008MG,USR1142,consideration,"Jan 7, 2022",successful,followup_for_conversion
JNR1008MG,USR1142,conversion,"Jan 7, 2022",successful,successful_conversion
JNR1008MG,USR1143,lead,"Jan 1, 2022",unsuccessful,lead_introduction
JNR1008MG,USR1143,lead,"Jan 1, 2022",successful,lead_introduction
JNR1008MG,USR1143,lead,"Jan 1, 2022",successful,demo_schedule
JNR1008MG,USR1143,lead,"Jan 1, 2022",successful,demo_not_attended
JNR1008MG,USR1143,lead,"Jan 1, 2022",successful,demo_not_attended
JNR1008MG,USR1143,lead,"Jan 1, 2022",successful,demo_not_attended
JNR1008MG,USR1143,awareness,"Jan 1, 2022",successful,post_demo_followup
JNR1008MG,USR1143,consideration,"Jan 1, 2022",successful,interested_for_conversion
JNR1008MG,USR1143,consideration,"Jan 1, 2022",successful,followup_for_conversion
JNR1008MG,USR1143,consideration,"Jan 1, 2022",successful,followup_for_conversion
JNR1008MG,USR1143,conversion,"Jan 1, 2022",successful,successful_conversion
JNR1008MG,USR1144,lead,"Jan 2, 2022",successful,lead_introduction
JNR1008MG,USR1144,lead,"Jan 2, 2022",successful,demo_schedule
JNR1008MG,USR1144,lead,"Jan 3, 2022",successful,demo_not_attended
JNR1008MG,USR1144,lead,"Jan 3, 2022",successful,demo_not_attended
JNR1008MG,USR1145,lead,"Jan 3, 2022",unsuccessful,lead_introduction
JNR1008MG,USR1145,lead,"Jan 4, 2022",successful,lead_introduction
JNR1008MG,USR1145,lead,"Jan 4, 2022",successful,demo_schedule
JNR1008MG,USR1145,lead,"Jan 6, 2022",successful,demo_not_attended
JNR1008MG,USR1145,awareness,"Jan 6, 2022",successful,post_demo_followup
JNR1008MG,USR1145,consideration,"Jan 6, 2022",successful,interested_for_conversion
JNR1008MG,USR1145,awareness,"Jan 6, 2022",successful,followup_for_consideration
JNR1008MG,USR1145,consideration,"Jan 6, 2022",successful,interested_for_conversion
JNR1008MG,USR1145,awareness,"Jan 6, 2022",successful,followup_for_consideration
JNR1008MG,USR1146,lead,"Jan 8, 2022",successful,lead_introduction
JNR1008MG,USR1146,lead,"Jan 8, 2022",successful,demo_schedule
JNR1008MG,USR1146,lead,"Jan 9, 2022",successful,demo_not_attended
JNR1008MG,USR1146,lead,"Jan 9, 2022",successful,demo_not_attended
JNR1008MG,USR1146,lead,"Jan 9, 2022",unsuccessful,demo_not_attended
JNR1008MG,USR1146,lead,"Jan 9, 2022",successful,demo_not_attended
JNR1008MG,USR1147,lead,"Jan 8, 2022",successful,lead_introduction
JNR1008MG,USR1147,lead,"Jan 8, 2022",successful,demo_schedule
JNR1008MG,USR1147,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1008MG,USR1147,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1008MG,USR1147,awareness,"Jan 10, 2022",successful,post_demo_followup
JNR1008MG,USR1147,consideration,"Jan 10, 2022",successful,interested_for_conversion
JNR1008MG,USR1147,consideration,"Jan 10, 2022",unsuccessful,followup_for_conversion
JNR1008MG,USR1147,consideration,"Jan 10, 2022",successful,followup_for_conversion
JNR1008MG,USR1148,lead,"Jan 8, 2022",unsuccessful,lead_introduction
JNR1008MG,USR1148,lead,"Jan 8, 2022",successful,lead_introduction
JNR1008MG,USR1148,lead,"Jan 8, 2022",successful,demo_schedule
JNR1008MG,USR1148,lead,"Jan 8, 2022",successful,demo_not_attended
JNR1008MG,USR1148,lead,"Jan 8, 2022",successful,demo_not_attended
JNR1008MG,USR1149,lead,"Jan 8, 2022",successful,lead_introduction
JNR1008MG,USR1149,lead,"Jan 8, 2022",successful,demo_schedule
JNR1008MG,USR1149,lead,"Jan 8, 2022",successful,demo_not_attended
JNR1008MG,USR1150,lead,"Jan 8, 2022",unsuccessful,lead_introduction
JNR1008MG,USR1150,lead,"Jan 9, 2022",successful,lead_introduction
JNR1008MG,USR1150,lead,"Jan 9, 2022",successful,demo_schedule
JNR1008MG,USR1150,lead,"Jan 14, 2022",successful,demo_not_attended
JNR1008MG,USR1150,lead,"Jan 14, 2022",successful,demo_not_attended
JNR1008MG,USR1150,lead,"Jan 14, 2022",successful,demo_not_attended
JNR1008MG,USR1150,awareness,"Jan 14, 2022",successful,post_demo_followup
JNR1008MG,USR1151,lead,"Jan 15, 2022",successful,lead_introduction
JNR1008MG,USR1151,lead,"Jan 17, 2022",successful,demo_schedule
JNR1008MG,USR1151,lead,"Jan 20, 2022",successful,demo_not_attended
JNR1008MG,USR1151,lead,"Jan 20, 2022",successful,demo_not_attended
JNR1008MG,USR1151,lead,"Jan 20, 2022",unsuccessful,demo_not_attended
JNR1008MG,USR1151,lead,"Jan 20, 2022",successful,demo_not_attended
JNR1008MG,USR1151,awareness,"Jan 20, 2022",successful,post_demo_followup
JNR1008MG,USR1151,consideration,"Jan 20, 2022",successful,interested_for_conversion
JNR1008MG,USR1151,consideration,"Jan 20, 2022",successful,followup_for_conversion
JNR1008MG,USR1151,consideration,"Jan 20, 2022",successful,followup_for_conversion
JNR1008MG,USR1152,lead,"Jan 15, 2022",successful,lead_introduction
JNR1008MG,USR1152,lead,"Jan 16, 2022",successful,demo_schedule
JNR1008MG,USR1152,lead,"Jan 17, 2022",successful,demo_not_attended
JNR1008MG,USR1152,lead,"Jan 17, 2022",successful,demo_not_attended
JNR1008MG,USR1152,awareness,"Jan 17, 2022",successful,post_demo_followup
JNR1008MG,USR1152,consideration,"Jan 17, 2022",successful,interested_for_conversion
JNR1008MG,USR1152,consideration,"Jan 17, 2022",unsuccessful,followup_for_conversion
JNR1008MG,USR1152,consideration,"Jan 17, 2022",successful,followup_for_conversion
JNR1008MG,USR1152,conversion,"Jan 17, 2022",successful,successful_conversion
JNR1008MG,USR1153,lead,"Jan 17, 2022",unsuccessful,lead_introduction
JNR1008MG,USR1153,lead,"Jan 18, 2022",successful,lead_introduction
JNR1008MG,USR1153,lead,"Jan 19, 2022",unsuccessful,demo_schedule
JNR1008MG,USR1153,lead,"Jan 20, 2022",successful,demo_schedule
JNR1008MG,USR1153,lead,"Jan 21, 2022",successful,demo_not_attended
JNR1008MG,USR1153,lead,"Jan 21, 2022",successful,demo_not_attended
JNR1008MG,USR1153,awareness,"Jan 21, 2022",successful,post_demo_followup
JNR1008MG,USR1153,consideration,"Jan 21, 2022",successful,interested_for_conversion
JNR1008MG,USR1153,consideration,"Jan 21, 2022",successful,followup_for_conversion
JNR1008MG,USR1153,consideration,"Jan 21, 2022",successful,followup_for_conversion
JNR1008MG,USR1153,conversion,"Jan 21, 2022",successful,successful_conversion
JNR1008MG,USR1154,lead,"Jan 17, 2022",successful,lead_introduction
JNR1008MG,USR1154,lead,"Jan 19, 2022",successful,demo_schedule
JNR1008MG,USR1154,lead,"Jan 19, 2022",successful,demo_not_attended
JNR1008MG,USR1155,lead,"Jan 15, 2022",unsuccessful,lead_introduction
JNR1008MG,USR1155,lead,"Jan 16, 2022",successful,lead_introduction
JNR1008MG,USR1155,lead,"Jan 17, 2022",successful,demo_schedule
JNR1008MG,USR1155,lead,"Jan 18, 2022",successful,demo_not_attended
JNR1008MG,USR1155,lead,"Jan 18, 2022",successful,demo_not_attended
JNR1008MG,USR1155,lead,"Jan 18, 2022",successful,demo_not_attended
JNR1008MG,USR1155,awareness,"Jan 18, 2022",successful,post_demo_followup
JNR1008MG,USR1156,lead,"Feb 19, 2022",successful,lead_introduction
JNR1008MG,USR1156,lead,"Feb 20, 2022",successful,demo_schedule
JNR1008MG,USR1156,lead,"Feb 20, 2022",successful,demo_not_attended
JNR1008MG,USR1156,lead,"Feb 20, 2022",successful,demo_not_attended
JNR1008MG,USR1156,lead,"Feb 20, 2022",unsuccessful,demo_not_attended
JNR1008MG,USR1156,lead,"Feb 20, 2022",successful,demo_not_attended
JNR1008MG,USR1157,lead,"Feb 19, 2022",successful,lead_introduction
JNR1008MG,USR1157,lead,"Feb 21, 2022",successful,demo_schedule
JNR1008MG,USR1157,lead,"Feb 23, 2022",successful,demo_not_attended
JNR1008MG,USR1157,lead,"Feb 23, 2022",successful,demo_not_attended
JNR1008MG,USR1157,lead,"Feb 23, 2022",unsuccessful,demo_not_attended
JNR1008MG,USR1157,lead,"Feb 23, 2022",successful,demo_not_attended
JNR1008MG,USR1157,awareness,"Feb 23, 2022",successful,post_demo_followup
JNR1008MG,USR1157,consideration,"Feb 23, 2022",successful,interested_for_conversion
JNR1008MG,USR1157,consideration,"Feb 23, 2022",unsuccessful,interested_for_conversion
JNR1008MG,USR1157,consideration,"Feb 23, 2022",successful,followup_for_conversion
JNR1008MG,USR1158,lead,"Feb 19, 2022",unsuccessful,lead_introduction
JNR1008MG,USR1158,lead,"Feb 19, 2022",successful,lead_introduction
JNR1008MG,USR1158,lead,"Feb 19, 2022",successful,demo_schedule
JNR1008MG,USR1158,lead,"Feb 22, 2022",successful,demo_not_attended
JNR1008MG,USR1158,lead,"Feb 22, 2022",successful,demo_not_attended
JNR1008MG,USR1158,lead,"Feb 22, 2022",successful,demo_not_attended
JNR1008MG,USR1158,awareness,"Feb 22, 2022",successful,post_demo_followup
JNR1008MG,USR1159,lead,"Feb 19, 2022",successful,lead_introduction
JNR1008MG,USR1159,lead,"Feb 21, 2022",successful,demo_schedule
JNR1008MG,USR1159,lead,"Feb 21, 2022",successful,demo_not_attended
JNR1008MG,USR1159,lead,"Feb 21, 2022",successful,demo_not_attended
JNR1008MG,USR1160,lead,"Feb 19, 2022",unsuccessful,lead_introduction
JNR1008MG,USR1160,lead,"Feb 20, 2022",successful,lead_introduction
JNR1008MG,USR1160,lead,"Feb 21, 2022",successful,demo_schedule
JNR1008MG,USR1160,lead,"Feb 21, 2022",successful,demo_not_attended
JNR1009MG,USR1161,lead,"Jan 3, 2022",successful,lead_introduction
JNR1009MG,USR1161,lead,"Jan 4, 2022",successful,demo_schedule
JNR1009MG,USR1161,lead,"Jan 4, 2022",successful,demo_not_attended
JNR1009MG,USR1161,lead,"Jan 4, 2022",successful,demo_not_attended
JNR1009MG,USR1161,lead,"Jan 4, 2022",unsuccessful,demo_not_attended
JNR1009MG,USR1161,lead,"Jan 4, 2022",successful,demo_not_attended
JNR1009MG,USR1162,lead,"Jan 4, 2022",successful,lead_introduction
JNR1009MG,USR1162,lead,"Jan 6, 2022",successful,demo_schedule
JNR1009MG,USR1162,lead,"Jan 7, 2022",successful,demo_not_attended
JNR1009MG,USR1162,lead,"Jan 7, 2022",successful,demo_not_attended
JNR1009MG,USR1162,lead,"Jan 7, 2022",unsuccessful,demo_not_attended
JNR1009MG,USR1162,lead,"Jan 7, 2022",successful,demo_not_attended
JNR1009MG,USR1162,awareness,"Jan 7, 2022",successful,post_demo_followup
JNR1009MG,USR1162,consideration,"Jan 7, 2022",successful,interested_for_conversion
JNR1009MG,USR1162,consideration,"Jan 7, 2022",unsuccessful,followup_for_conversion
JNR1009MG,USR1162,consideration,"Jan 7, 2022",successful,followup_for_conversion
JNR1009MG,USR1163,lead,"Jan 5, 2022",unsuccessful,lead_introduction
JNR1009MG,USR1163,lead,"Jan 6, 2022",successful,lead_introduction
JNR1009MG,USR1163,lead,"Jan 8, 2022",successful,demo_schedule
JNR1009MG,USR1163,lead,"Jan 9, 2022",successful,demo_not_attended
JNR1009MG,USR1163,lead,"Jan 9, 2022",successful,demo_not_attended
JNR1009MG,USR1163,lead,"Jan 9, 2022",successful,demo_not_attended
JNR1009MG,USR1163,awareness,"Jan 9, 2022",successful,post_demo_followup
JNR1009MG,USR1164,lead,"Jan 7, 2022",successful,lead_introduction
JNR1009MG,USR1164,lead,"Jan 8, 2022",successful,demo_schedule
JNR1009MG,USR1164,lead,"Jan 8, 2022",successful,demo_not_attended
JNR1009MG,USR1164,lead,"Jan 8, 2022",successful,demo_not_attended
JNR1009MG,USR1165,lead,"Jan 1, 2022",unsuccessful,lead_introduction
JNR1009MG,USR1165,lead,"Jan 2, 2022",successful,lead_introduction
JNR1009MG,USR1165,lead,"Jan 3, 2022",successful,demo_schedule
JNR1009MG,USR1165,lead,"Jan 3, 2022",successful,demo_not_attended
JNR1009MG,USR1166,lead,"Jan 8, 2022",successful,lead_introduction
JNR1009MG,USR1166,lead,"Jan 10, 2022",successful,demo_schedule
JNR1009MG,USR1166,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1009MG,USR1166,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1009MG,USR1166,lead,"Jan 10, 2022",unsuccessful,demo_not_attended
JNR1009MG,USR1166,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1009MG,USR1167,lead,"Jan 8, 2022",successful,lead_introduction
JNR1009MG,USR1167,lead,"Jan 10, 2022",successful,demo_schedule
JNR1009MG,USR1167,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1009MG,USR1167,lead,"Jan 10, 2022",successful,demo_not_attended
JNR1009MG,USR1167,awareness,"Jan 10, 2022",successful,post_demo_followup
JNR1009MG,USR1167,consideration,"Jan 10, 2022",successful,interested_for_conversion
JNR1009MG,USR1167,consideration,"Jan 10, 2022",unsuccessful,followup_for_conversion
JNR1009MG,USR1167,consideration,"Jan 10, 2022",successful,followup_for_conversion
JNR1009MG,USR1168,lead,"Jan 8, 2022",unsuccessful,lead_introduction
JNR1009MG,USR1168,lead,"Jan 8, 2022",successful,lead_introduction
JNR1009MG,USR1168,lead,"Jan 9, 2022",successful,demo_schedule
JNR1009MG,USR1168,lead,"Jan 9, 2022",successful,demo_not_attended
JNR1009MG,USR1168,lead,"Jan 9, 2022",successful,demo_not_attended
JNR1009MG,USR1169,lead,"Jan 8, 2022",successful,lead_introduction
JNR1009MG,USR1169,lead,"Jan 9, 2022",successful,demo_schedule
JNR1009MG,USR1169,lead,"Jan 9, 2022",successful,demo_not_attended
JNR1009MG,USR1170,lead,"Jan 8, 2022",unsuccessful,lead_introduction
JNR1009MG,USR1170,lead,"Jan 9, 2022",successful,lead_introduction
JNR1009MG,USR1170,lead,"Jan 11, 2022",successful,demo_schedule
